@relation R_data_frame

@attribute PC1 numeric
@attribute PC2 numeric
@attribute PC3 numeric
@attribute PC4 numeric
@attribute PC5 numeric
@attribute PC6 numeric
@attribute PC7 numeric
@attribute PC8 numeric
@attribute PC9 numeric
@attribute PC10 numeric
@attribute PC11 numeric
@attribute PC12 numeric
@attribute PC13 numeric
@attribute PC14 numeric
@attribute PC15 numeric
@attribute PC16 numeric
@attribute PC17 numeric
@attribute PC18 numeric
@attribute PC19 numeric
@attribute PC20 numeric
@attribute PC21 numeric
@attribute PC22 numeric
@attribute PC23 numeric
@attribute PC24 numeric
@attribute PC25 numeric
@attribute PC26 numeric
@attribute PC27 numeric
@attribute PC28 numeric
@attribute PC29 numeric
@attribute PC30 numeric
@attribute PC31 numeric
@attribute PC32 numeric
@attribute PC33 numeric
@attribute PC34 numeric
@attribute PC35 numeric
@attribute PC36 numeric
@attribute PC37 numeric
@attribute PC38 numeric
@attribute PC39 numeric
@attribute PC40 numeric
@attribute PC41 numeric
@attribute PC42 numeric
@attribute PC43 numeric
@attribute PC44 numeric
@attribute PC45 numeric
@attribute PC46 numeric
@attribute PC47 numeric
@attribute PC48 numeric
@attribute PC49 numeric
@attribute PC50 numeric
@attribute PC51 numeric
@attribute PC52 numeric
@attribute PC53 numeric
@attribute PC54 numeric
@attribute PC55 numeric
@attribute PC56 numeric
@attribute PC57 numeric
@attribute PC58 numeric
@attribute PC59 numeric
@attribute PC60 numeric
@attribute Class {M,R}
@attribute IsCC {FALSE,TRUE}

@data
4.531999,2.215602,0.352543,2.138792,0.836367,0.597233,0.96067,-1.237184,-0.880414,0.468592,-0.163465,0.476036,1.122502,-0.3574,1.751056,0.329514,-0.191836,0.879891,0.578141,0.29347,1.057885,0.39972,-0.751043,-0.188579,-0.434413,0.135511,0.218954,-0.133478,-0.193975,0.829533,-0.653754,-0.403837,-0.348945,-0.423353,0.118438,-0.29169,0.402211,-0.043355,-0.026513,0.076153,-0.371906,0.079229,-0.104984,0.410242,0.15871,-0.351083,0.220088,0.311382,-0.139978,-0.213879,-0.086853,-0.046409,-0.11879,-0.002072,0.035331,0.000756,-0.059052,-0.231652,-0.040513,0.028324,R,TRUE
5.062149,2.434162,-0.297918,1.512157,1.325433,-1.160293,-0.03404,-0.811755,-1.530587,-0.248728,-0.164102,-0.307249,0.036707,-0.189646,0.308006,1.186393,0.280079,0.899918,-0.621826,0.050689,0.642811,0.66494,-0.781781,-0.241499,-0.232964,0.223476,0.620219,-0.007519,-0.320852,0.154675,-1.175323,-0.390768,0.408263,-0.482055,0.129258,-0.370166,-0.243569,0.309174,-0.306366,-0.049314,-0.338479,0.228389,-0.489863,0.280478,-0.055544,-0.211713,0.438379,-0.03227,-0.104876,-0.136212,-0.134183,0.022607,0.080536,-0.072658,-0.195115,-0.043788,-0.084095,-0.008746,0.00901,-0.058268,R,TRUE
5.481546,0.727292,0.668578,1.388879,1.096691,-0.697802,0.672078,-0.537799,-0.120804,0.829028,1.066424,-0.271224,0.361218,0.226269,-0.363781,0.29118,-0.38202,0.635771,1.106216,-0.236277,-0.503412,0.361051,0.225432,-0.610072,-0.241679,-0.136299,-0.099905,0.561252,0.254551,-0.44735,0.566808,-0.200568,0.004827,-0.43872,0.472188,-0.237782,-0.398794,0.083015,-0.382267,-0.537039,-0.094877,-0.070665,-0.265305,0.198426,-0.002213,-0.042894,0.241231,-0.171315,-0.240101,-0.071284,-0.134692,0.115997,-0.094717,-0.125786,0.073389,-0.083169,0.038448,-0.074691,-0.054269,0.045491,R,TRUE
2.942291,3.414978,0.725256,-1.05187,-0.07729,-1.915961,1.443905,-0.790507,-0.763972,0.224543,-0.97228,-1.813451,1.187477,3.167098,-1.952569,-0.531621,-0.286915,-0.229655,0.032319,-0.555222,0.382959,-0.786138,0.732565,0.530465,0.063273,-0.038986,-0.284257,1.01056,-0.48159,0.283801,-0.730037,0.35338,-0.531958,-0.448147,0.311004,-0.082234,0.005857,-0.221623,-0.254186,-0.147926,-0.026427,-0.187771,-0.112189,-0.055607,0.166372,-0.396469,0.287312,-0.292086,0.084722,0.111202,0.126738,0.121605,0.187667,-0.023101,0.062007,-0.041761,0.052649,0.147123,-0.013387,0.130903,R,TRUE
1.705456,3.269679,-1.39702,-1.452678,1.484547,-2.432568,2.049767,-0.348425,-1.336106,0.430427,-0.188542,0.481846,0.396938,-0.679295,0.552273,-0.652363,0.280806,0.025518,0.810662,-0.943705,-0.114739,-0.381026,0.132452,-0.076474,-0.473535,0.202056,-0.36004,-0.294787,0.081387,-0.189665,0.117209,-0.625267,-0.29092,-0.662502,-0.420666,-0.850175,0.306973,-0.332581,-0.408829,0.298834,-0.013709,-0.063466,-0.418207,0.119956,-0.178524,0.285791,0.057396,0.469829,-0.039891,-0.045641,0.143264,-0.186118,-0.0801,0.00043,0.043688,0.029638,0.149213,-0.086458,0.084945,-0.04069,R,TRUE
1.744821,2.610495,-1.279064,-0.271323,0.791771,-2.627638,2.091544,-1.168835,-0.961552,1.040542,-1.51433,1.285698,0.656816,0.919313,-0.25877,0.084531,-0.942226,0.056325,-0.40488,-1.836995,0.402188,-0.434909,0.287708,0.108122,0.372293,0.347426,-0.299416,0.270447,0.326656,-0.075124,0.10509,-0.103622,-0.222084,0.966932,-0.099041,-0.718474,0.414324,-0.180547,0.658883,-0.531963,0.540447,0.317206,-0.219803,-0.119176,0.213301,0.113342,-0.074531,0.475264,-0.089795,0.188105,0.180606,-0.329582,-0.120363,0.041196,-0.168623,0.063892,0.015263,-0.13023,0.099905,-0.158117,R,TRUE
2.289906,3.567358,-0.460222,-0.549411,1.376409,-2.584007,2.08948,0.675568,-0.35164,0.674334,-0.420417,0.71689,0.951008,-0.164329,0.350315,-0.105055,0.296222,0.69465,0.337495,-1.406341,1.019561,0.101954,0.721315,-0.514781,0.172287,0.533706,-0.56883,0.308093,0.170819,-0.97357,0.751478,-0.423599,-0.365686,-0.233002,-0.069108,-0.470607,0.2085,-0.2274,-0.401604,-0.139645,0.139566,0.324941,0.404793,-0.289519,-0.080998,-0.210384,0.465661,-0.246343,0.161392,-0.303566,0.31163,0.145086,-0.154156,0.163624,-0.073888,0.019379,0.130621,-0.029321,0.052722,0.125621,R,TRUE
1.854106,3.634886,0.134431,-0.059567,1.041531,-2.214803,1.489462,1.097807,-0.310931,1.184562,-0.076484,0.084356,1.608116,0.042829,0.411257,0.407255,0.396521,-0.404373,0.006733,-1.406384,-0.397979,0.034634,-0.106188,0.486222,0.035878,1.083614,-0.996436,0.232251,-0.495036,0.34492,1.579958,-0.111526,-0.092893,-0.052648,-0.294364,-0.233644,0.753803,-0.382769,0.131386,0.547923,0.324517,0.351334,0.002607,0.105773,0.052132,0.11286,-0.139403,-0.246547,-0.390746,-0.117301,0.084437,-0.306975,0.098807,-0.002093,0.057331,0.141294,-0.08631,0.072528,-0.035955,0.072634,R,TRUE
-1.626072,4.612804,-0.931252,1.242238,-0.597002,2.10081,-0.785717,1.495612,-4.040279,-0.627202,-1.628956,2.211435,-1.042929,-1.104974,-0.783548,-0.773319,-0.881665,-0.280477,1.422792,-0.487563,-0.936366,-0.080361,0.546483,-1.090361,1.366596,-0.125523,-0.266511,0.666946,-0.334424,-0.842089,-0.888569,0.34115,0.235642,0.420645,0.76226,-0.003763,-0.031191,-0.650684,-0.211798,0.586323,0.189905,-0.102009,-0.236687,0.360623,-0.315691,-0.373157,-0.121411,-0.048505,0.123859,-0.071946,-0.015706,0.142795,0.111701,0.044112,-0.24842,0.203129,0.035551,0.247153,0.116846,0.044946,R,TRUE
-0.029977,1.538588,-1.007773,1.405143,1.561787,-0.795922,-0.303078,0.758214,-4.104292,-1.487087,-1.631622,2.196934,-0.905327,-1.229891,-0.002733,-1.619854,-0.909119,-0.544095,0.096694,-0.519989,-0.042352,-0.209325,0.326024,-0.13118,0.29639,-1.435278,0.246716,-0.49899,0.192682,0.024901,-0.813317,-0.125511,-0.265824,-0.113911,-0.25121,-0.233267,-0.332192,0.627574,-0.106156,-0.653703,0.201141,0.143627,0.432926,-0.01812,-0.220953,-0.15202,0.013242,-0.151268,-0.414698,0.042322,-0.137191,0.048222,0.166743,0.163573,-0.113141,0.048939,-0.032397,-0.023009,0.138318,-0.015166,R,TRUE
-2.304364,1.449257,-1.391948,0.548801,1.519424,0.196023,-0.160925,-1.148756,-4.636281,-1.292858,-1.012991,2.463773,-1.112196,-1.400669,1.388217,-0.781957,-1.541059,-0.263514,-1.722112,0.918074,0.680728,-0.968286,0.505827,0.427767,-1.721136,0.428505,0.24044,-0.866475,-0.934142,-0.146354,0.014206,0.254237,-0.671666,-0.724974,-0.289031,0.077558,-0.01227,-0.014367,0.330535,-0.055665,-0.851465,0.131239,0.453321,0.06043,-0.31276,-0.345031,-0.175383,-0.136523,-0.288794,0.058763,0.083131,-0.0225,0.197445,0.01652,-0.021115,-0.15429,-0.012807,-0.015707,0.017084,0.130481,R,TRUE
0.403327,3.334996,1.2544,2.142508,0.266436,0.168177,0.676961,0.643911,-2.460012,-2.353359,-0.381241,0.486637,-0.407092,1.406738,0.91051,-1.88179,1.621876,-0.306286,-0.1355,0.421518,-0.474258,-0.428754,0.233002,-0.730948,0.068947,0.756595,-0.115424,-0.449846,-0.068714,-0.166843,0.055183,0.101433,0.067591,-0.238744,0.452137,-0.081395,-0.294968,-0.675833,-0.103771,-0.32467,-0.202987,-0.103857,0.818216,-0.036689,-0.419474,-0.155599,0.046838,-0.195505,0.040514,0.174892,0.086096,0.109831,-0.020366,-0.04081,0.171688,0.083381,-0.049505,-0.110001,-0.19221,0.004389,R,TRUE
-0.309066,1.354005,-0.526069,0.52674,1.019468,-0.232332,-0.244667,0.530641,-2.97656,-2.284736,-1.367386,2.03422,-1.081041,-0.445301,0.516787,-2.144626,-0.385453,0.050956,0.645677,-0.188282,-1.332539,-1.246927,-0.312654,0.192699,-0.425621,0.011371,-0.941692,0.400786,-0.18937,0.268963,0.081135,-0.265287,0.173594,0.090786,0.24904,0.51312,0.11214,-0.391645,0.778403,-0.479311,0.623392,-0.21985,-0.124038,0.02439,-0.26519,-0.203189,-0.39191,-0.139273,-0.13482,0.069773,-0.195317,0.048753,0.119988,0.156566,-0.003919,-0.188456,-0.074571,0.040103,0.045361,-0.151492,R,TRUE
-0.088474,3.455654,1.362697,-2.596654,0.964605,1.445082,2.374489,0.848852,-2.490623,-0.996245,-1.393871,-0.333685,-1.787119,-0.835395,-0.799844,1.419498,2.045307,1.638255,0.414834,0.228871,-1.416679,1.057268,1.168715,0.71041,0.437954,-0.643872,0.144755,0.647561,0.322018,1.075935,-1.169659,-0.662268,-0.198976,1.129851,-0.602941,0.584894,1.131345,0.779803,0.789305,0.881169,0.011039,-0.395414,-0.019422,0.160672,0.0624,-0.12166,-0.102265,0.009578,0.268042,-0.104555,0.056944,0.144896,-0.091381,0.23472,0.22744,0.047065,-0.149393,-0.068836,-0.127393,0.112262,R,TRUE
-0.186612,2.652183,-0.747352,-4.541632,-3.57762,0.576831,2.934002,1.690475,-2.973582,-1.523881,1.100512,-3.222485,-0.466844,0.195539,0.219922,2.359132,-1.765417,0.637145,-0.002233,0.047689,0.499568,1.129227,-0.499644,-0.43001,0.618692,-0.971182,-1.204834,0.099335,0.588663,0.137295,-0.284764,-1.25233,-0.361509,0.030458,-0.305148,0.729322,-0.40104,-0.070321,-0.128641,0.710545,-0.338772,0.355453,0.405777,0.220756,-0.15353,0.089827,-0.108203,-0.398133,0.136837,-0.051223,0.021368,-0.091649,-0.11277,0.182998,0.12667,0.114149,0.120041,-0.02169,0.017847,-0.215032,R,TRUE
1.690773,-3.029465,0.177716,-0.325014,-2.490575,-1.806386,-0.015344,-0.120534,-0.244728,0.424778,1.019313,-0.782997,-0.0159,0.723876,0.166528,0.205851,-1.08881,1.198779,-0.505691,-0.473726,-0.355199,-0.645287,-0.035795,0.273416,-0.758862,0.178512,0.485248,-0.171731,0.067645,-0.391218,-0.492264,-0.168135,0.148929,0.906028,-0.078867,0.164415,-0.050478,0.2253,-0.091769,-0.036306,0.497969,0.567231,0.331163,-0.194084,0.224546,0.349674,0.325116,0.240606,0.049351,0.166376,-0.211671,0.054377,0.325201,0.02539,0.056427,0.092504,0.022663,-0.099242,-0.051373,0.10426,R,TRUE
0.23536,-1.057098,0.10508,-1.918345,-1.46597,0.409278,1.833123,-0.147311,1.772055,-1.795808,0.616239,0.457237,0.042652,0.730554,-1.236716,0.853978,-2.673203,0.407738,0.351373,-0.26389,-0.659018,-0.451161,-0.97616,-1.738765,-1.02213,0.691073,1.16486,-0.238848,0.831707,0.413325,-0.456272,0.596507,-0.304518,0.343742,0.153757,-0.345652,0.047282,0.090881,0.412805,0.299707,0.410147,-0.105483,-0.361729,0.25733,-0.509175,-0.090921,0.280607,0.060862,-0.176568,-0.193953,-0.052837,0.365449,-0.00894,-0.069152,-0.238911,-0.26008,-0.276076,0.069174,0.050021,0.176243,R,TRUE
1.698479,-2.60377,-0.106043,-1.191004,-2.240472,-0.702611,0.54804,-0.123448,-0.025918,-0.766892,1.263239,-1.168525,-0.008136,-0.434999,0.187296,1.185471,-1.369107,-0.498296,0.742307,0.334625,0.328175,-0.681714,-0.537329,-0.554393,-0.755222,0.413482,1.013892,0.070483,0.030058,-0.214743,-0.861104,0.291941,-0.087171,0.901201,-0.405679,-0.215101,0.212953,0.168285,-0.341974,0.455313,-0.010855,0.038238,-0.251701,-0.167114,0.025902,0.236929,-0.011959,0.297181,-0.110811,0.120526,-0.379842,0.145095,0.149442,-0.056454,-0.082936,0.053705,-0.1581,0.102834,-0.123374,0.07402,R,TRUE
-0.443425,-2.35066,5.957595,0.132518,-4.111687,0.700239,-1.00881,-1.360068,0.846237,0.484075,-0.77817,-1.270091,1.691502,-0.113706,0.51527,-1.340698,-0.720961,-0.254318,0.465636,0.260692,0.443527,0.520497,0.994433,0.197722,-0.871885,0.386583,-0.774274,-0.667191,0.023341,0.108734,0.188566,0.346618,0.529113,1.196385,-0.287212,-0.51171,-0.116731,-0.102758,0.185712,-0.563249,0.358323,0.038205,-0.586114,-0.381209,0.038283,-0.235127,-0.277718,-0.223995,0.026843,-0.357837,-0.204327,0.212014,0.086882,0.061459,0.058159,0.238521,0.137633,-0.092635,-0.089679,-0.091001,R,TRUE
-1.207805,-3.236686,3.940999,0.533028,-2.410061,-2.637165,-2.001985,-0.784785,0.917686,0.409352,0.202773,-2.326894,0.647994,-0.4547,-0.864011,-0.676643,0.14998,1.152483,0.454565,1.090031,-0.821485,-1.484707,1.630681,-0.536546,-0.244197,0.378038,-0.147186,0.046347,-0.878117,-0.004541,0.166394,-0.06316,-0.169117,0.178494,-0.053894,-0.314816,0.704322,-0.772725,0.59836,-0.039819,0.044176,0.234499,-0.472123,0.342467,0.13677,-0.101535,0.242013,-0.108823,-0.372044,-0.24493,-0.068323,-0.11129,-0.042937,0.120534,0.042774,0.037487,-0.114754,0.025841,-0.155511,-0.216142,R,TRUE
-6.358305,0.712457,2.670869,2.490425,-1.208329,2.453826,0.554701,1.950385,-0.668947,-4.021356,0.747687,-0.675191,1.317719,4.496181,0.393145,-1.716249,2.173536,0.782023,-0.515151,-1.11606,0.502275,0.782543,-0.17518,0.985412,-1.623735,0.229359,0.367224,-0.028007,-0.831729,-1.251032,0.194196,0.084324,-0.79675,0.35701,-0.539242,0.720141,-0.18807,0.08016,0.549906,-0.23908,-0.446758,0.323452,-0.374215,0.142185,0.117851,0.170657,-0.114889,0.129369,0.10845,0.020017,-0.313762,-0.199372,0.225609,-0.071172,-0.056207,-0.086135,0.268035,0.067642,0.004375,-0.036622,M,TRUE
-5.869447,6.163215,0.571862,4.148227,-7.080668,5.071701,-1.788352,6.007204,-1.782676,4.128958,-0.984732,1.264419,2.975156,-0.028304,-1.541333,0.222305,1.16391,0.310796,0.388222,-0.841295,-0.759536,-1.252618,0.519282,-0.246069,-0.7674,0.069719,0.372723,0.636738,1.04373,-0.315511,-0.979734,0.847591,-0.38536,-0.460253,0.34752,0.805602,-0.565211,-0.143259,0.115624,0.023424,0.087823,0.114453,-0.2615,0.53396,0.14581,0.146865,0.450828,-0.140086,0.002919,0.05481,0.249208,-0.178299,-0.014365,0.06461,0.184676,0.099455,0.089717,-0.087604,0.012208,0.030246,M,TRUE
-2.326994,1.347072,1.78412,1.689218,-3.270363,-1.323327,0.285662,-0.942471,0.843277,-2.837026,0.696487,0.796681,0.28483,-0.629343,0.67934,1.195205,0.031413,-0.702759,0.274115,1.338886,-1.202242,-1.271438,0.697466,0.495894,-0.437522,0.708226,0.319342,0.028613,-0.407762,0.180497,-0.913194,-0.061537,0.716475,-0.334891,-1.623601,-1.103545,0.156698,-0.297321,-0.537126,-0.607,-0.118959,0.336286,-0.141699,-0.089277,-0.343644,-0.194183,0.418564,-0.323305,0.350284,-0.036565,-0.190624,-0.070591,-0.057304,0.27704,0.019422,-0.170823,0.26436,0.009275,0.030655,0.000693,M,TRUE
-0.835209,7.878456,2.948616,0.01725,-3.986903,-1.866467,-0.230555,1.385086,2.265198,0.654847,-1.09527,1.8175,0.136317,-0.490303,2.338085,-0.347611,0.674645,-0.302783,0.188017,-0.584211,2.198687,0.633919,0.47782,0.259678,-0.823312,0.739452,-0.066601,1.333017,-0.427429,-0.471636,0.162256,-0.434373,0.806353,0.496451,0.919133,-0.293615,0.38983,0.266421,-0.171489,0.524636,0.129541,0.024242,0.468067,-0.083723,-0.057832,0.039947,-0.048615,-0.738856,0.004829,0.172733,0.04085,0.307357,0.050774,0.035399,-0.007792,-0.035806,-0.099538,-0.118098,-0.116262,0.100018,M,TRUE
-0.945838,7.253438,1.588674,-2.031818,-3.494668,-3.115525,0.89787,-0.997309,2.919355,-1.502133,-0.039532,-0.140123,-0.66961,-0.093025,0.423601,-0.482464,3.043555,0.196244,-2.310276,-0.597778,0.135999,0.241286,-1.201246,-1.231171,1.571846,0.230239,-0.337853,0.151122,1.561514,-0.924516,-0.534481,1.364169,-0.188111,-0.801296,-0.166808,-0.360874,-0.381547,0.750375,0.668021,-0.870132,0.341988,-0.207175,0.232009,0.233734,-0.013015,-0.313442,-0.171807,0.135857,-0.303667,-0.004735,-0.048618,-0.007569,-0.05724,0.117055,-0.088258,0.100277,-0.170396,0.186711,-0.070717,-0.069377,M,TRUE
-1.340022,6.474705,3.254933,1.432613,-2.562899,-2.191527,-0.228788,1.202006,0.973403,2.024168,-0.162738,1.663291,0.136428,0.590398,-1.450284,-0.362516,2.057589,0.253691,0.174292,-0.958729,0.699631,0.012577,-0.848107,-1.252358,-0.017064,-0.496267,0.27903,0.089322,0.418373,1.430634,-1.023862,-0.884537,-0.352131,-0.202478,-0.108583,-0.148969,-0.043873,-0.162322,-0.32252,0.676397,-0.587951,0.250349,0.098654,0.168191,-0.170045,-0.095714,-0.027017,0.159362,-0.112016,-0.012295,-0.147539,-0.128384,-0.02635,-0.121971,0.010567,-0.025449,-0.041041,0.126917,0.027724,0.006148,M,TRUE
1.905464,5.028113,4.385791,-0.518789,1.13807,-3.352614,1.090753,-0.014658,1.99186,0.445417,0.4866,1.110403,-1.398308,-0.423089,-1.79654,0.720608,-0.070506,-0.266688,0.883329,0.229493,-0.037471,0.300924,1.012395,-0.108457,0.2392,-0.70528,0.655817,-0.054631,0.736582,-0.482669,0.604203,0.406486,0.655214,-0.391306,-0.752813,0.260654,0.637619,0.245964,-0.054395,-0.063081,-0.754744,-0.466527,0.32099,0.206399,-0.045004,-0.031457,-0.305566,-0.116477,0.14334,0.256387,-0.06668,0.027973,-0.094902,-0.18008,0.257494,-0.03246,0.232067,0.025252,-0.106572,0.019007,M,TRUE
-0.922565,5.736526,3.889472,0.80372,0.927029,-2.712782,0.166887,0.593604,2.943285,0.552993,0.29093,0.596956,-1.248278,-0.954153,-0.021922,-0.497052,-0.453817,0.877285,0.503455,0.228131,0.31651,-2.204365,0.024411,-0.039344,1.77715,-0.054246,-0.452502,-0.624103,-0.491799,0.143851,-0.390336,0.04796,-1.044171,0.211869,0.442767,0.589781,-0.405366,0.238284,-0.404372,-0.069475,-0.089685,0.63158,0.337734,-0.182876,0.221396,-0.075785,-0.135479,0.114126,0.284229,-0.111198,0.01265,0.265151,-0.080608,-0.04851,0.061204,0.050108,0.049656,-0.035365,-0.037919,0.01608,M,TRUE
1.902141,4.969414,2.638362,1.139076,0.479195,0.039822,1.326949,-0.044615,2.449555,-0.747596,-0.752596,-0.685402,1.871361,-0.265916,0.079651,0.065873,0.031379,0.042618,1.815208,0.253384,0.764164,-1.465495,-0.351239,-0.899418,0.511592,-1.177614,1.595287,-0.101844,-0.433451,0.85676,1.047606,-0.314185,-0.683126,-0.202335,-0.47809,0.388262,0.606458,-0.033898,-0.361506,0.213118,0.253488,0.202605,0.113964,0.029627,-0.37861,-0.090002,-0.159848,-0.067587,0.056853,0.309942,-0.017745,-0.279544,-0.251137,-0.0731,-0.167753,0.123705,0.007443,0.095833,0.217033,-0.004373,M,TRUE
-0.181438,1.306641,2.499011,2.713244,2.183089,-0.062718,-0.248676,0.65835,0.602271,0.497775,-0.592155,-0.533399,0.31148,0.591622,0.639289,-0.889838,-0.804462,0.043213,0.006647,0.040279,0.259391,0.740061,0.817731,-0.555482,-0.027294,-0.026409,0.562519,-0.473697,0.114615,0.484083,-0.039165,-0.39661,0.518718,-0.100914,-0.097325,0.221385,0.093689,-0.024139,0.09136,0.045332,0.3319,0.216118,-0.42834,-0.128631,0.121703,0.03649,0.067862,-0.214708,0.282331,0.101027,0.076862,0.220251,-0.008537,0.219076,0.144777,-0.047354,-0.07535,0.182294,0.2564,-0.045863,M,TRUE
0.135374,2.378689,2.215676,1.845316,2.375917,1.128799,1.140226,1.458086,0.361252,0.41384,0.434643,0.033469,0.496101,-0.365803,0.383449,1.23991,-0.386004,0.418309,-0.015972,0.581404,1.035979,0.290712,0.103485,-1.126789,-0.422671,0.214869,-0.468053,-0.852224,0.006309,0.211183,-0.42438,0.195316,-0.14522,0.28354,-0.295308,-0.070218,-0.321256,0.480302,-0.026984,0.015196,-0.367436,-0.070862,0.124079,0.245447,-0.3953,0.224135,-0.057143,0.008472,-0.18162,0.054523,0.104371,0.000768,-0.075359,0.022783,-0.080631,0.100945,-0.01566,0.241356,-0.025419,0.000802,M,TRUE
1.107775,2.636671,2.902208,1.881794,2.557912,0.888372,-0.057219,-0.119316,0.897462,-0.00482,-0.811,1.082455,0.856364,1.326886,-1.116805,1.136781,-1.059798,-0.452296,0.380377,0.670122,-0.913246,-0.069774,0.863448,0.638498,0.272714,1.01742,0.562792,0.090077,-0.189876,0.148746,0.601321,0.156239,-0.293908,0.384534,0.059857,0.557164,-0.030718,-0.153415,0.359706,-0.162167,-0.26178,0.258503,0.141965,-0.453967,0.06995,0.217396,-0.010823,0.13876,-0.406794,-0.192513,0.285328,-0.212672,-0.137701,-0.088763,-0.125299,0.143598,-0.192262,-0.111475,-0.094894,-0.035586,M,TRUE
0.901665,1.055355,-0.714,3.936698,2.221178,1.014143,-0.391162,-0.686701,-0.736555,0.271646,0.586645,-1.609008,-0.313951,-0.807191,0.758981,-1.213147,-0.236914,0.234214,-0.834153,0.125323,0.056693,-0.340045,0.892209,0.172882,-0.832749,0.778959,0.228598,-0.127283,0.36514,-0.450003,-0.1324,-0.551402,0.16655,-0.740394,0.094259,0.212884,0.386457,0.483784,-0.064244,0.201548,0.174065,-0.236839,0.205856,0.014099,-0.019437,0.211161,0.132882,0.138281,-0.007663,-0.233156,-0.037654,0.219043,0.018189,0.053217,0.09888,-0.094697,0.088756,0.048802,-0.15078,-0.06165,M,TRUE
1.844493,1.576109,0.415746,2.828698,2.21319,1.268432,-0.243885,1.04896,0.549836,-0.636763,-0.87819,-1.221401,1.041293,1.598895,1.093716,-0.840025,0.033942,-0.70774,-0.677347,-0.40203,-0.772483,-1.065916,-0.508834,-0.168111,-0.381407,-0.443945,0.414337,-0.561515,0.313912,0.602201,0.108442,0.100635,0.04188,-0.514038,-0.222941,0.460843,-0.41336,-0.237342,-0.340213,0.338421,-0.279719,-0.13817,0.12531,0.304557,0.334527,-0.049827,0.314142,0.155662,0.065072,-0.031992,0.15721,0.066524,-0.044206,-0.154136,0.138075,0.064152,-0.228194,0.099083,0.045713,-0.086342,M,TRUE
-1.397195,6.189595,0.93171,4.28603,-0.279357,5.071004,-0.975774,2.375396,0.209866,1.427812,0.024661,-1.191473,0.465342,-1.973833,0.40375,-0.413515,-0.671529,-1.966047,0.725815,0.007211,-0.556334,0.776496,-0.689886,0.19394,0.020922,-0.485994,0.821893,-0.118406,0.912473,0.195294,1.129691,-0.682388,0.825411,-0.092263,-0.456943,-0.47112,0.456603,-0.008563,0.293975,-0.503105,0.188533,-0.213935,0.33822,-0.264563,0.270338,-0.489431,-0.330907,-0.128782,-0.083204,0.427654,-0.106896,-0.021695,-0.066403,0.116024,-0.03279,-0.215787,0.172342,0.128222,0.077164,0.098853,M,TRUE
-0.005582,5.242588,2.402488,1.543234,1.261544,1.550639,0.950978,-0.8513,0.950745,-0.34987,0.374744,1.224925,-0.139664,0.274521,-0.783467,0.690981,-0.042997,-2.989628,-1.240517,0.917758,-0.872656,0.225584,0.205071,0.528122,-0.070652,-0.006397,-0.685811,0.012002,1.513283,-0.554807,0.864363,0.189467,-0.86768,0.500153,-0.163696,-0.03512,-0.194482,0.361621,-0.244639,0.225873,-0.298798,0.0199,-0.129713,0.068049,-0.091381,-0.004022,-0.034254,0.122695,-0.27178,-0.002384,-0.107149,0.009201,-0.208948,-0.003127,0.006356,0.11097,-0.097177,-0.034353,-0.113155,-0.013906,M,TRUE
1.594534,3.218684,1.547464,0.792258,2.147688,0.192695,-0.43496,1.184393,0.524379,0.713575,0.526392,-1.224972,-0.404203,-0.027755,0.078879,-0.219649,-1.172763,0.881038,-0.116851,-0.056789,0.444788,0.351442,0.146003,0.236782,-0.02089,0.798364,-0.795055,0.003945,-0.16144,-0.036066,-0.446788,0.258555,0.153782,0.859369,-0.171531,-0.125534,0.104265,-0.509526,0.252524,-0.026587,0.168453,0.199094,-0.122198,-0.06482,-0.003204,-0.260171,-0.25296,0.058722,-0.182851,-0.060683,-0.051243,0.07838,0.120133,-0.021485,-0.125468,-0.120364,0.029325,0.071499,-0.038601,-0.005756,M,TRUE
1.643289,4.066404,-0.908218,1.265399,1.279092,-0.584461,0.733617,-0.30106,-0.029046,0.281395,-0.095241,-2.220897,-0.981141,-0.607685,-1.037002,-0.645771,0.392706,-1.211363,-0.160414,0.622999,-0.932913,0.709915,0.945025,0.09824,0.586778,0.151457,-1.050716,-0.121458,-0.324689,0.028229,0.163053,-0.381599,-0.873067,0.08002,-0.457698,0.246233,-0.221081,0.234749,-0.025323,-0.106543,-0.285851,-0.168028,0.090185,-0.002512,-0.091122,0.179599,0.003567,-0.032489,0.118188,-0.000819,0.013084,0.122551,-0.038764,-0.101521,-0.171376,-0.12645,0.100962,0.034565,-0.195026,-0.068281,M,TRUE
-0.109864,4.457924,1.975026,1.217644,1.524354,1.036913,0.756129,0.765066,0.602554,-2.376704,-0.463313,-0.16147,-0.462269,2.88982,1.145825,-0.821716,-0.487064,0.180481,0.127315,0.049012,0.882544,0.136388,-0.275612,-0.656855,-0.815322,0.566716,0.269425,-0.346761,0.062842,-0.259829,-0.61565,0.019248,0.067157,0.080653,0.878579,-0.419379,-0.102715,0.494796,-0.317036,0.204745,-0.064302,-0.771025,-0.363095,-0.219844,0.158926,-0.495546,0.223729,0.042554,0.093354,-0.033929,-0.293878,0.036384,-0.052916,-0.14597,0.280078,0.139957,0.038864,-0.000254,-0.00589,-0.019579,M,TRUE
